id,title,url,is_paid,price,professor,description,num_subscribers
864282,SQL Server Reporting Services Part 1 (SSRS),/sql-server-reporting-services-part-1-ssrs/,True,$20,Raphael Asghar,After completing this course the student will be able to install SQL Server 2016 install Microsoft Visual Studio and create from scratch reports from simple to complex reports that aid in upper management in making important business decisions; and at the same time aid the end user to view interact with and distribute reports in various platforms.  He will be versed in creating formatting designing and submitting reports that the users will benefit from each business day.  The student will learn how to navigate through Microsoft visual Studio learn how to to save .rdl files create templates render reports in various format apply different methods of creating rich reports help the end user with avoiding redundant input of data examine ways to insure end user has aggregates for reports and be able to communicate the needs of the company via reports.  This knowledge will make the student become well versed in the ability to help the organization in moving forward with summary visual data.,1222
572338,Make 5 Android Apps in 1 Hour No Coding  With App Inventor 2,/make-5-android-apps-in-1-hour-no-coding/,True,$20,Robert Pugh,My Udemy Courses have been taken by over 6000 people in 135 countries. They have also received high ratings throughout Udemy.,6542
693812,Master App Icon Design for iPhone (IOS) & Android Devices,/how-to-design-ios-app-icons/,True,$25,Muhammad Ahsan Pervaiz,UPDATED 5th Jan 2016 ***********************************************************,9444
180806,Shamanic Initiation for Spiritual Awakening,/munay-ki/,True,$135,Sharon Ramel,"This course is really great!! I absolutely LOVE Sharon Ramel as a teacher. The course is very easy to follow. You will not be disappointed" one of the latest reviews from Julia (November 2016),4725
750470,English Punctuation Made Simple!,/english-punctuation-simple/,True,$45,Silviu Marisca,English Punctuation Made Simple,7900
1174340,Songwriting for Complete Beginners,/songwriting-for-complete-beginners/,True,$75,Mikael Baggström,Is this Course for You?Have you ever thought about learning how to make your own music but don't really know how to start. Then this course is perfect for you.,750
127438,Selling on eBay: Run a Business by Dropshipping Products,/starting-ebay-dropship-business/,True,$200,Matt Bernstein,Do you need more money to become financially stable?,9194
704732,Learn and Earn with HTML & CSS,/learn-and-earn-with-html-css/,True,$20,Khawar Zaman Software Engineer,HTML and CSS are the easiest and most important languages for a new learner to get skills in a short time. Both the languages will help you in this course to create design and code website quickly easily and with confidence if you are keen to develop the webpage.,9351
1166500,Data Analysis with  Oracle Analytic Functions,/data-analysis-with-oracle-analytic-functions/,True,$125,Bluelime Learning Solutions,There is a demand for people who can use data to perform analysis thus helping businesses and organizations make important and critical decisions.SQL stands for Structure Query Language. It is an internationally standard language used to communicate with various databases for data manipulation.  SQL is vital for data analysis .,916
303202,How to Plan and Outline Novels (Using Scrivener),/planning-outlining-novels-using-scrivener-writing-software/,True,$20,The Smarter Artist,  	        In this course Smarter Artist co-founder Sean Platt will show you the step-by-step process our 3-person bestselling author team uses to plan and outline over 2 million words per year of high-quality reader-loved fiction without hassle delays or the frustration most writers face.,6261
874842,How to use JavaScript Objects JSON AJAX explained,/how-to-use-javascript-objects-json-ajax-explained/,True,$75,Laurence Svekis,Create Dynamic web applications.  The secret to better user interaction is AJAX.  It allows you to connect to and retrieve data from other pages seamlessly.  Potential is limitless for what you can do when you start using AJAX.,6910
909542,Perfect English Pronunciation: British English,/perfect-pronunciation-british-english/,True,$40,Anthony Kelleher,Perfect English Pronunciation is an English pronunciation course taught by me Anthony a native British English speaker. Thus we will be focusing on British English sounds: you will learn every single English sound and will master each one so that you can sound more native-like.,2020
883130,iOS 10 Swift 3 hands on features - Siri Kit  Messages  ...,/ios-10-swift-3-hands-on-features-siri-kit-messages/,True,$200,Yohann Taieb,,8095
888090,Learn R By Intensive Practice,/learn-r-by-intensive-practice/,True,$200,Mr Selva Prabhakaran,Learn R By Intensive Practice.,3290
1147436,SEO Guide 2017: How I Get 5000 Visitors a day to my website,/seo-guide-2017-how-i-get-5000-visitors-a-day-to-my-website/,True,$60,Asim Ali,Are you a website owner and worried because you are not getting traffic to your website?,1500
554384,Spring Framework 4 (Java Enterprise JEE) with AngularJS,/java-spring-mvc-framework-with-angularjs-by-google-and-html5/,True,$25,Tuna Tore,NEW  udemy (23 SEP 2015) course related to the latest Java Spring MVC Framework 4  for developing WEB applications with popular and proven technologies such as AngularJS by Google and HTML5. (Lectures are divided in three main sections so you don't have to learn AngularJS Framework until you start the last section. The last section will teach you AngularJS by Google and the integration with Java Spring MVC Framework 4),5042
342322,Chinese Made Easy L2: Understand 79% of Chinese in 10 hours,/dc-level-2/,True,$20,Felix Lättman, LATEST: COURSE UPDATED IN APRIL 2017,4452
47806,Learn Android Programming From Scratch - Basics,/learn-android-programming-from-scratch-beta/,True,$30,Eduonix Learning Solutions,  	The course provide an introduction to Android Programming and allows someone with a basic knowledge of programming to start creating Android Applications. It is a light course to cover fundamentals of Android. It will teach you the Android programming Paradigm and how to think while creating an Android program. We will cover topics such as Installation Activities Layouts List Views SQLite Services Multimedia and Google Play.,91493
670712,SQL Server Administration Part1,/sql-server-administration-part1/,True,$20,Raphael Asghar,The following course will introduce to you the foundation of SQL Server Administration Part 1 as it's practiced in the production real world situations.  I have designed this course for the beginner but at the same time introduced elements that are practiced in the real world so the student gains a faster understanding of the requirements in the production server.  Anyone interested in understanding configuring managing or is responsible for SQL Server systems will benefit from this course.  My first course (Free) T-SQL while not mandatory should be taken so you gain a better understanding of this course.  All software SQL Scripts and documentation is provided for you.  All you need is a desire to learn and fullfill you future goals.  These courses will give you that direction.,1993
822892,PowerPoint 2013 Microsoft Office Specialist Certification,/microsoftpowerpoint/,True,$195,Syed Raza,Welcome To The PowerPoint 2013 Microsoft Office Specialist Certification course,7096
230104,Pentester Course:Lite Edition -,/kali-linux-tutorials/,True,$20,Igneus Technologies, BONUS:,16369
614408,Make Your First Website From Scratch - Adobe Dreamweaver® CC,/adobe-dreamweaver-cc-make-your-first-website-from-scratch/,True,$45,M. Sajid,Hi there and welcome to Making Your First Website From Scratch - Adobe Dreamweaver® CC tutorial. Like to thank you for taking a look at my course. In this course I am gonna walk you through every single step of creating a complete website.,18469
982152,The Complete YouTube Course 2017: Go from Beginner to Expert,/youtubesuccess/,True,$195,Suppoman ®,If you want to be successful on YouTube you will love this Udemy course! When you take this course now you'll have lifetime access to the strategies responsible for bringing me more than 11 million YouTube views and 133000+ subscribers. You will also learn exactly how the big YouTubers have managed to become internet celebrities and how they needed the 'Big Bang' to propel them into YouTube stardom!,9323
1065012,Agile Retrospectives: Make Good Teams Great,/agile-retrospectives-make-good-teams-great/,True,$20,Dr. Luke Angel, In this course Agilisto Luke Angel outlines the tools needed to successfully run a great retrospective. Including the five phases: setting the right direction getting all of the issues on the table gathering insights from the team making decisions and finally applying the changes. He will make you starfish and then PANCAKE Yup their as funny as they sound buy hey they work diagrams to identify challenges and opportunities for process improvement and show how to close a retrospective with clear action items.,1815
874342,Computer System Protection - Advanced Methods,/computer-system-protection-advanced-methods/,True,$65,Dan Grijzenhout,This course teaches the student advanced methods or steps that can be used to protect one's computer against malicious intrusion either in the form of a hacking attempt or in the form of attacks by viruses.  The course covers the following topics:,5771
639848,PHP Graphic Techniques: CAPTCHA/ Create a verification code,/php-graphic-techniques-captcha-watermark-crop-thumbnail/,True,$20,OnlyKiosk Tech,You will learn how to create a verification program and how to install and use it.,8321
821990,How To Promote Affiliate Offers Without Running Paid Ads,/how-to-earn-an-income-online-without-running-paid-ads/,True,$200,James Canzanella,If you've ever wanted to earn online income without running paid ads ­ without expertiseand even without having your own product then this course has your name written allover it.,3247
960770,Passive income streams for busy entrepreneurs,/passive-income-streams-for-busy-entrepreneurs/,True,$175,Kenz A.Soliman,Ever thought that there are simple and easy ways to create passive income in your online business but thought it is hard?,3529
607048,Essentials of JavaScript Practice Coding Exercises Tips,/essentials-of-javascript-practice-coding-exercises-tips/,True,$80,Laurence Svekis,Practice Practice and Learn how to USE JavaScript!!!,24464
689134,An Intro to Learning French Through Stories & Conversation,/an-intro-to-learning-french-through-stories-conversation/,True,$100,Bryan Whitney,Have you considered learning French or do you want to brush up on your French? "An Intro to Learning French Through Stories and Conversation" will introduce you to the basic linguistic tools to take the next step on your French journey. This course teaches French primarily through the story "Le petit bonhomme de pain d'épices" (The Gingerbread Man) and conversation which is how our brains naturally learn languages. It is designed for beginners or for those who want to freshen up their French.,7648
701636,Learn Web Scraping with Node.js,/web-scraping-nodejs/,True,$20,Patrick Schroeder, ,16682
1111938,The Complete Video Editing Course With Final Cut Pro X 10.3,/videoediting-with-finalcutprox/,True,$200,Masuk Sarker Batista,Get started with Final Cut Pro X today and start learning video editing LIKE A BOSS.,2283
746432,Start Trading Stocks Using Technical Analysis!,/professional-stock-trader/,True,$150,Corey Halliday,Learn how to trade like a professional investor from a former stock broker! No matter how much experience you have with the financial markets you can trust us to teach you the fundamentals of technical analysis and get you started on the right track!,2967
225560,Adobe After Effects: Advanced Shape Layers,/after-effects-tutorials-advanced-shape-layers/,True,$50,Phil Ebiner,You want to create more advanced motion graphics with Adobe After Effects right?,10728
372782,Advanced Copywriting Strategies for Online Sales,/copywriting-courses/,True,$125,Brian Yang, Advanced Copywriting Strategies for Online Profits,6206
1108464,Happiness Coaching Tools Vol 1: "Science of Happy" Coach,/happiness-coaching-certification/,True,$200,Patrick Howell MA Psychology,* BRAND NEW UDEMY COURSE,1047
1028776,Online Course Creation (No. 3) - Launch Your Own School,/thinkific/,True,$175,Cha~zay Sandhriel Ph.D.,Do you dream of running your own online School or Academy?,1235
646068,Project Management: Deliver on Time + Scrum Project Delivery,/agile-project-management-scrum/,True,$195,Paul Ashun,JOIN IN UDEMY'S MOST COMPREHENSIVE PROJECT DELIVERY & DEADLINE AGILE SCRUM COURSE!,6891
1042824,Mastering Server Side Swift Using Vapor,/mastering-server-side-swift-using-vapor/,True,$195,Mohammad Azam,Are you interested in learning how to write a complete backend API using Swift?,1179
625034,LinkedIn Essentails 3  - Fast Start to Double Your LinkedIn,/linkedin-profile-pro/,True,$75,Josh Gwin MBA,Update: Over 6079 students enrolled! Join us and get an amazing LinkedIn profile!,8321
504774,YouTube complete guide to success Grow your YouTube Channel,/youtube-complete-guide-to-success-grow-your-youtube-channel/,True,$200,Laurence Svekis,If you have a YouTube Channel or are planning on launching a YouTube Channel this course is for YOU!  YouTube Secrets Revealed!!!,11105
754112,Healthy living with "No Oil" Recipes - Non Vegetarian,/no-oil-cooking-meat-recipes-no-cholesterol-fat-free-food/,True,$95,Archana Dutta,**Course Updated - Dec 2016**,5754
707190,Beginners Guide to JavaScript Dynamic HTML interaction,/beginners-guide-to-javascript-dyanmic-html-interaction/,True,$75,Laurence Svekis,Quick course learn JavaScript in 1 hour  for beginners.,16277
618772,Amazo Quickstart: Amazing No-Risk No-Capital Amazon Selling,/amazo-quickstart-amazon-amazing-selling-machine-alternative/,True,$200,Dan Hollings,It's Amazing...,9381
876700,The Complete Twitter Course 2017: Get 200k+ Fans in 6 Months,/twitter2016/,True,$145,Suppoman ®, ,4805
1024734,Super Easy Google Adsense Method - 2016,/super-easy-google-adsense-method-2016/,True,$60,Angshuman Dutta,This course is going to show you how to create a profit pulling Google Adsense or any CPC website in a specific zero competition niche.,14168
1125316,How To Solve A 3x3 Rubiks Cube For Beginners Start To Finish,/how-to-solve-a-3x3-rubiks-cube-for-beginners/,True,$25,OVC Masters,Welcome To Our How To Solve A 3x3 Rubiks Cube For Beginners Course!,813
201966,How to Be Psychic - Psychic Development for Beginners,/how-to-be-psychic/,True,$125,Sal Jade,Tap into Your Psychic Ability Contact Your Spirit Guide and Angels Protect Yourself against Psychic Attack and Learn to Give Accurate Psychic Readings to Improve your Finances Your Career and Your Relationships with this How to be Psychic course.,3947
884186,The Complete Snapchat Marketing Course: Attract Fans in 2017,/snapchat2016/,True,$145,Suppoman ®,Are you using Snapchat to build a fanbase?,4600
761704,Comprehensive Summary of Yoga Meditation Practices,/abhyasa-summary/,True,$105,Abhyasa Ashram,*******Over 7000  students are enrolled in this course*******,7803
257476,GIMP Intermediate: Free Graphic Design Beyond the Basics,/gimp-intermediate-topics/,True,$95,Brian Jackson, Go Beyond the Basics,9552
580526,Increase Your Intuitive Abilities Using EFT (Tapping),/eft-tapping/,True,$120,Cha~zay Sandhriel Ph.D.,Then you will love this course!,2163
1005660,Camtasia 9 Quick Start for Creating Online Courses,/camtasia-9-quick-start/,True,$75,Alan Simpson,Here are what some students who've completed this course already have to say...,4351
1092766,Create Mobile App Design from Scratch in Photoshop,/create-mobile-app-design-from-scratch-in-photoshop/,True,$175,ABC Tuts,Mobile app designing is one of most demanding area in Graphic designing. With so many mobile (Android or iPhone) apps being released in such a short period of time designers need to really create apps that stand out. And most of designers face difficulties designing top Mobile app design using beautiful user interference. So this tutorial is solution for all mobile app designer and mobile app developer at the same time. In this course we are designing complete Mobile app design for learning platform which includes all pages with every single details. Let’s start the first mobile app designing in Photoshop for both android and iOS (iPhone mobiles),1353
486672,Learn Real Life English: FOOD,/anglopod-food/,True,$20,Dan Willoughby,Then this course is for you!,10296
1015970,iOS Development - Create 4 Quiz Apps with Swift 3 & iOS 10,/ios-development-create-4-quiz-apps-with-swift-3-ios-10/,True,$150,Johannes Ruof,A lot of very successful and popular games in the appstore are Quiz Games. They are addicting relatively easy to make even for beginners and you can make a quiz about almost anything.,1276
652438,The Complete PHP CodeIgniter Course: Beginner To Advanced,/codeignitercourse/,True,$195,Joe Parys,Welcome To The Complete PHP CodeIgniter Course: Beginner To Advanced!,15891
185678,C#.Net From Scratch,/csharp-from-scratch/,True,$30,Mohammed Manzoor Ahmed, ************** Updated on September 2015 **************,13199
65809,Photography - Become a Better Photographer - Part II,/ultimate-guide-to-dslr-camera-settings/,True,$35,Bernie Raffe AMPA,'These courses are among the best values in Udemy' - Don,4645
744710,Facebook Marketing: Introduction To Power Editor,/facebook-marketing-introduction-to-power-editor/,True,$200,Sandor Kiss,Do you want to make the most out of your Facebook marketing budget in 2016? Then it’s time to use a 100% free tool Facebook created for smart marketers like you.,4669
1029806,Dog Training for Humans -Easy Peasy Recall Training for Dogs,/dog-training-for-humans-easy-peasy-recall-training-for-dogs/,True,$80,Dom Hodgson,Teaching your dog a recall doesn't have to be difficult and you don't need any advanced dog training knowledge to do it.,1462
846664,Introduction To Python For Ethical Hacking,/python-for-ethical-hacking/,True,$195,Nikhil Parekh,Updated 27 July 2016,22365
658276,Piano for Singer/Songwriters | Write Songs and Perform Live!,/pianoforsingersongwriters/,True,$100,RW Studio,Wielding the piano opens up a whole new world of creative possibilities.,3082
384496,Powerpoint 2013 2016 - Master powerpoint presentation,/case-study-powerpoint-2013-presentation-slide-by-slide/,True,$195,Andrzej Pach, JOIN 3400+ STUDENTS LEARNING HOW TO  CREATE OUTSTANDING POWERPOINT PRESENTATIONS FROM AN EXPERIENCED DESIGNER - MY PPT DESIGNS INSIDE,4087
1066308,Job Hunting 101: A Beginner's Guide to Getting a Job,/job-hunting-101/,True,$200,Benjamin Arp,After graduating college with a Bachelor's Degree I struggled to find a job. After a few months I ended up taking an entry-level position for $10 an hour. I was desperate and I didn't know how to navigate the job market.,2500
582636,Bootstrap unleash the power faster & easier web development,/bootstrap-3-responsive-design-tutorial-fundamentals/,True,$150,Laurence Svekis,Massive UPDATE BOOSTRAP 4 first look at the alpha version!!!,18082
440014,Retire In Your 20s- How To Get Paid Monthly With Stocks 2017,/how-to-get-paid-monthly-with-stocks/,True,$95,Mubarak Shah,***UPDATED FOR 2017***,13072
566248,jQuery Fundamentals Powerful Bootcamp for beginners,/jquery-fundamentals-bootcamp-learn-how-to-use-jquery/,True,$150,Laurence Svekis,Learn web development with JavaScript.  JavaScript is an essential part of creating websites and JQuery helps you speed up you JavaScript programming.,13721
973028,Selenium WebDriver+Python:Jumpstart in Automation Testing,/jump-start-in-automation-testing-with-python-selenium2016/,True,$35,Joby Joseph, ,3909
1106444,The Beginners Guide to Meditation,/the-beginners-guide-to-meditation/,True,$200,Laura Watson,I have put together The Beginners Guide to Meditation as I would like the practice to be as accessible as possible to everyone.   I believe that learning the practice of meditation is one of the most valuable gifts you can offer yourself as the benefits that can follow can transform everything in your life including mind body and relationships.,1433
636806,Personal Branding Mastery: The System To Reinvent Yourself!,/personal-branding-mastery/,True,$200,Silviu Marisca,Personal Branding Mastery: The System to Reinvent Yourself!,3406
1085086,Fundamentals of Electronics,/fundamentals-of-electronics/,True,$20,Connect Tech,If you're looking for a resource that covers everything you need to know about electronics then look no further. This friendly-and-straightforward course introduces the basics of electronics and enhances your learning experience by explaining concepts such as circuits analog and digital schematics voltage safety concerns and more.,692
785702,How to Make a Difference by Nicholas Kristof & Sheryl WuDunn,/how-to-make-a-difference-by-nicholas-kristof-sheryl-wudunn/,True,$120,Nicholas Kristof,This one-of-a-kind course by Nick Kristof and Sheryl WuDunn is designed for anyone who wants  to leave a mark on the world make a difference and learn a few secrets about how to live a happier healthier and more meaningful life.  Along the way you will learn about issues that afflict the world: Why some of us do not reach our potential why some end up in poverty how others are left out or brutalized because of their gender. You’ll learn about some of the people who have discovered ways to have strong impact around the world--and about how you can do so yourself.,1658
679348,Java OOPS (Object Oriented Programming) Concepts,/learn-object-oriented-programming-in-java/,True,$20,in28Minutes Official,This course will help you Understand basic Object Oriented Programming concepts and help in applying these concepts with an Object Oriented Programming Language like Java.,9373
951060,Web Design How to Create a Website HTML CSS Bootstrap,/how-to-create-a-website-html-css-bootstrap/,True,$75,Laurence Svekis,Learn how to build a modern fully responsive website from scratch!,4608
302400,The Secret to Six Pack Abs: Get Shredded Abs in 60 min/week,/rapid-fat-loss-challenge/,True,$200,Jack Wilson,Join OVER 6000 students who are getting SIX PACK ABS!,15408
634256,How to Create a Fulfilling Career by Teaching Online,/how-to-create-a-fulfilling-career-by-teaching-online/,True,$100,Christopher Greenwood,Last Updated: April 15th 2016 added new income report & Promotional Announcements Strategy,9652
937134,Javascript Intermediate level 3 - JSON,/javascript-intermediate-json-course/,True,$100,Edwin Diaz,The whole web has JavaScript so that tells us the this skill is a MUST in web development. If this skill is so needed imagine the demand for developers.,1685
1087822,Online Arbitrage Beginner To Full Time - Amazon FBA Training,/online-arbitrage-beginner-to-full-time-amazon-fba-training/,True,$20,James G,Online arbitrage from beginner to pro seller in 2 weeks. Do you want to learn how to buy products on the internet and sell them automatically via Amazon? Online arbitrage is basically purchasing products on the internet to resell online for a profit.,1660
1036852,CompTIA A+ Certification Preparation: Learn the Basics of IT,/comptia-aplus-certification-prep/,True,$115,CyberTraining 365,CompTIA’s A+ certification training will validate an understanding of the most common hardware and software technologies in business as well as the skills necessary to support complex IT infrastructures. The A+ certification by CompTIA is a powerful credential helping IT professionals- worldwide- ignite their careers by proving knowledge needed to assemble elements based on install customer requirements configuration and maintenance of software PCs and devices for end users understand the basics of security forensics and networking safely and properly diagnose document and resolve common software and hardware issues while applying troubleshooting expertise. These courses prepare the student for the CompTIA A+ Certification Exams 220-802 and 220-801.,4487
380628,The Comprehensive Guide to Swift,/the-comprehensive-guide-to-swift/,True,$30,CEO / Lead Developer Ibram Uppal,  	          Have you ever had a great app idea had an interest in coding or just wanted to learn a new skill?,9110
1095300,Find Fabulous Free Public Domain Photos Video and More,/find-fabulous-free-public-domain-photos-video-and-more/,True,$20,Alan Simpson,Not everything you find online is free and safe to use in your blog website online course or other creation. In this course you’ll learn what is safe to use without risking copyright infringement. You’ll learn about public domain creative commons and fair use. You’ll discover the best tools and techniques for finding free safe-to-use photos clip art images videos stock footage B-Roll music sound effects and background textures patterns and images.,3090
542510,Sales Power – 4 Questions That Will Close Your Next Sale,/sales-power-4-questions-that-will-close-your-next-sale/,True,$200,Bob Marx,Get the inside stuff from one of the top sales coaches on Udemy – FREE!,9204
608250,Real World SQL Server From The Ground Up,/real-world-sql-server-from-the-ground-up/,True,$20,Mike West,"Thanks for being a great inspiration as well especially taking out your time to compile these courses on Udemy. You do an amazing job!" -- Oochay,10173
1170264,Facebook Marketing With Lead Ads: #1 Lead Generation Method,/facebookleadads/,True,$185,Ivan Westen,THE #1 COURSE ON FACEBOOK LEAD ADS,3836
159760,Create A Custom Responsive WordPress Website For A Client,/create-custom-responsive-wordpress-website-client/,True,$95,Rob Cubbon,  	    Charge your clients much more money by creating a WordPress website exactly to their requirements.,7493
970894,Apple Watch Programming for iOS Developers - WatchOS 3 Apps,/apple-watch-programming-for-ios-developers-watchos-3-apps-watchkit/,True,$120,Nick Walter,*BRAND NEW - October 2016*,835
432892,Unity3D Master Series : Volume 1 | Learning the basics,/unity3d-master-series-volume-1-learning-the-basics/,True,$50,School of Game Design !,Welcome to the first volume of the Unity Master Series created by experts here at the School of Interactive Design. The School of Interactive Design is an industry leader in game design education. We only create training videos which have been carefully produced by game design experts currently working in the game industry. With years of experience in both game development and teaching our expert team make these complex tools simple and fun to learn.,10598
1111436,Secrets Of The Martial Arts Millionaire,/martial-arts-millionaire/,True,$200,Captain Chris Pizzo,"I Want To Give You The greatest Gift One Martial Artist Can Offer Another Martial Artist...How To Make $1000000 Teaching Others What You Know And Love!",2973
1038012,Intro to CISSP Certification - CISSP Boot Camp,/intro-to-cissp-certification/,True,$75,Chad Russell,This course covers basic information related to CISSP certification.  (Certified Information Systems Security Professional),2886
1171564,Unity: Particles from beginner to advanced!,/unity-particles-from-beginner-to-advanced/,True,$90,Dragan Neskovic,In this course we will teach you everything you need to know about the Unity particle system.You will learn how to create particles on examples this means that we will take particles from other games as inspiration and recreate those so you can get a better understanding of how they were made.Particles and special effects are an important part of every game and as a game developer you should take the time to learn as much about them as you can.,2828
713098,Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,/build-an-amazon-clone-nodejs-stripe-elasticsearch/,True,$20,Arash Yahya, ,1987
571298,10 Things Every Production SQL Server Should Have,/10-things-every-production-sql-server-should-have/,True,$20,Mike West,Some recent reviews!!!,7664
1030680,Learn Spanish Language: Complete Spanish Course - Beginners,/spanish-course-for-beginners/,True,$195,AbcEdu Online,Spanish Beginner to Intermediate Course,2698
1140940,Outsourcing for Beginners: How to Hire a Virtual Assistant,/a-beginners-guide-to-hiring-a-virtual-assistant/,True,$50,Adam Reed,Summary:,1807
958750,Web Design Creating websites from scratch,/web-design-creating-websites-from-scratch/,True,$75,Laurence Svekis,Everything you need to know to build a website from scratch.,13062
1128336,Introduction to Ahrefs: A Digital Marketing SEO & PPC Tool,/ahrefs-marketing/,True,$20,Alexander Stern,This course is designed as an introduction to the popular digital marketing tool Ahrefs.  Learning how to use this service can empower digital marketers to run better and more efficient marketing campaigns.  The course shows both the instructor and an over-the-shoulder view of the Ahrefs user interface.,4544
674650,MySQL PHP Database Essentials add a Database to your site,/mysql-php-database-essentials-add-a-database-to-your-site/,True,$75,Laurence Svekis,Learning MySQL and phpmyadmin,8515
753174,Advanced SQL : SQL Expert Certification Preparation Course,/sql-advanced/,True,$200,Omer Dagasan,ONE ENOUGH ULTIMATE course to make you an SQL Expert!..,2086
552198,Complete Login and Registration System in PHP and MYSQL,/login-and-registration-system-in-php-and-mysql-step-by-step/,True,$150,Usman Raoof,This Course is FULLY UPDATED for current needs!,4653
597442,JavaScript AJAX PHP mySQL create a Dynamic web Form project,/javascript-ajax-php-mysql-create-a-comment-submission-form/,True,$105,Laurence Svekis,Learn how to make a DYNAMIC WEB FORM that uses AJAX to pass data to MySQL.  Learn how to make your HTML page content interact with BACK-END code.,15595
603190,COMMUNICATION SKILLS: How To Make A Great First Impresion,/good-first-impression/,True,$200,Alain W.,LATEST: Course Updated Again for October 2015,9108
975906,The Sass Course! Learn Sass for Real-World Websites,/learn-sass/,True,$95,Brad Hussey,Are you frustrated at how rapidly the web design & coding world is changing?,769
920126,JavaScript Dynamic Quiz Application from Scratch JSON AJAX,/javascript-dynamic-quiz-application-from-scratch-json-ajax/,True,$200,Laurence Svekis,Learn to Build your own Dynamic JavaScript Quiz from Scratch.,6417
99422,Learn MS SQL Server From Scratch,/learn-ms-sql-server-from-scratch/,True,$30,Mohammed Manzoor Ahmed,Few Proofs:,9736
248826,Introduction to CBT: Cognitive Behavioral Therapy,/train-to-be-your-own-counsellor-cbt-therapist/,True,$200,Libby Seery,FULLY ACCREDITED CBT DIPLOMA,3975
848664,Option Trading for Rookies:  Understand Options Completely,/complete-course-introduction-to-option-trading/,True,$150,Kal Zurn,Course Updated: February 2017,2852
380970,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,/bitcoin-for-beginners/,True,$45,Ravinder Deol,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet - is the only online course that lets you learn about Bitcoin right from the grassroots level to actually getting involved with it by getting some Bitcoin of your own.,7950
835426,Create Dynamic web Forms with jQuery,/create-dynamic-web-forms-with-jquery/,True,$35,Laurence Svekis,jQuery is a great way to add amazing functionality and dynamic effects onto your web pages.   jQuery provides great functionality when it comes to forms and creating forms is an essential skill within web development.,5164
1138168,PHP in Action for beginners,/php-course-for-beginners/,True,$200,Laurence Svekis,Explore PHP learn about common PHP functionality for better coding.,5683
499632,Benefits of Thinking Mobile First Future of Website Design,/thinking-mobile-websites-smart-design-tutorial/,True,$75,Laurence Svekis,A growing number of users are now mobile only if your website can't accommodate them you are losing potential clients.  In April 2015 Google implemented one of its biggest changes yet to the search algorithm and its all about mobile.  If you are not thinking mobile you could be hurting your Search rankings.   Social media sites are not visited by more mobile devices than desktop computers.  If you get traffic from social then you need to have a mobile ready website.  With varying screen sizes from mobile devices televisions and a multitude of various devices accessing your website have a proper website design is becoming ever more important.,12874
959586,Javascript from Beginner to Advanced Level,/javascript-from-beginner-to-advanced-level/,True,$195,Larry Chakir,JavaScript is a programming language that is usually used for web pages and applications. Its primary purpose on the Web is to add more functionality to pages. Good examples of JavaScript applications are online quizzes and surveys.,6111
950900,Home Business: CPA Marketing From Scratch,/home-business-cpa-marketing-from-scratch/,True,$200,Sandor Kiss,With the help of the right CPA marketing strategies you can start making money online.,2024
477702,Python for Beginners: Python Programming Language | Tutorial,/python-course/,True,$150,Alper ZEYTÜNLÜ M.Sc., ,6148
466208,Paul and His Letter to the Galatians,/paul-and-his-letter-to-the-galatians/,True,$100,N.T. Wright,'Being Transformed by the Renewing of the Mind'-- That is the goal of this course and one of the Apostle Paul's own goals for his readers.,2545
479138,Your Soul is Calling: Creating Your Ideal Life,/your-soul-is-calling/,True,$45,Lisa Powers,Your Soul is Calling offers a step by step profound guide to help you create change. Whether this is your first journey into the inner working of your bodymind and life or you are a seasoned explorer this course will help you transform your life.,2927
944322,WordPress for Entrepreneurs Management of your own website,/wordpress-for-business-management-of-your-own-website/,True,$200,Laurence Svekis,BONUS - Free WordPress Ebook in last lesson!!!,5511
780118,Adobe After Effects Expressions: Create Motion Infographics,/adobe-after-effects-expressions-create-motion-infographics/,True,$100,Louay Zambarakji,Course Launched 24th March 2016 - After Effects CC,6537
1075808,JSON Crash Course for Beginners,/json-crash-course-for-beginners-learn-json-in-one-hour/,True,$45,Toshendra Sharma,This course is for anyone who is interested in quickly learning JSON & it's power to utilize it in Web Development. Currently no web site or Web Service exist which do not use the JSON. This course will give you the strong basic understanding of JSON using practical implementation on-screen & help you implement it in your web development project.,3317
834836,How to Consistently Win Trading Stocks in 30 Days or Less,/winningstocktrades/,True,$145,Jeff Tompkins,*Course Fully Updated for March 2017*,1347
784130,Basics of JavaScript coding,/basics-of-javascript-coding/,True,$100,Laurence Svekis,Learn the core fundamental concepts of JavaScript.,8371
967784,The Social Media Marketing Mega Bundle - 7 Courses In 1,/the-social-media-marketing-mega-bundle-7-courses-in-1/,True,$200,James Canzanella,If you're interested in growing your social media accounts or getting many helpful tips when it comes to using social media then this mega course is a MUST HAVE for you.,4965
1021338,Adobe After Effects: Futuristic Motion Graphics & Animation,/after-effects-futuristic-graphics/,True,$165,Duncan Rogoff,In this awesome beginner and intermediate-level course we'll cover a wide variety of techniques for creating and animating some really cool futuristic graphics inside of After Effects.,2673
26956,Learn Guitar in 21 Days,/learn-guitar-in-21-days/,True,$20,True Fire, ,26433
